[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:34.000000 192.130.74.20  - [query->JOLALDE] ] SELECT  sum(general) total
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '2019-04-29' and '04/30/2019' and statfact <>'2' group by con.fechafac  ORDER BY con.fechafac 
[2019-04-30 10:34:36.000000 192.130.74.20  - [query->JOLALDE] ] Select  max('Total Ventas Generales') nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total 
          FROM consolidated_view con
          where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2'
[2019-04-30 10:34:37.000000 192.130.74.20  - [query->JOLALDE] ] Select  concat( max(E.Nombre),' ',MAX(D.abreviatura)) nombre,sum(con.subtotal) subtotal,sum(con.descuento) descuento, sum(con.subtotal) - sum(con.descuento) neto, sum(con.TotImpuesto) TotImpuesto,sum(con.monto_flete) envio , sum(general) total,con.tipo  
            FROM consolidated_view con 
            inner join divisions E ON con.tipo =E.cod
            inner join MDocumentos D ON con.doc= D.codtipodoc 
            where con.fechafac between '04-30-2019' and '04-30-2019' and statfact <>'2' group by con.tipo,con.doc order by con.tipo
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182191' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182230' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182288' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182293' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182340' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182353' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182381' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182385' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182396' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182523' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182604' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182651' 
[2019-04-30 11:58:13.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182672' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182680' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182711' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182712' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182736' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182749' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182883' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='182911' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183002' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183023' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183024' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183031' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183087' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183133' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183142' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT d.DesTipoTargeta, d.monto From VIEWpagosPRCMA d WHERE d.fechapago BETWEEN '03/28/2019' AND '04/30/2019'  AND d.numfactu ='183199' 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete)) total FROM VentasDiariasCMACST a INNER JOIN MDocumentos b ON a.doc = b.codtipodoc WHERE a.fechafac between '03/28/2019' AND '04/30/2019' AND a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'   And   a.doc='01'  
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT convert(varchar(10), cast(a.fechafac as date), 101)  fechapago ,a.numfactu, a.nombres, a.subtotal, a.descuento, (a.total+a.monto_flete) monto, a.statfact, a.TotImpuesto, a.monto_flete   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between  '03/28/2019' AND '04/30/2019' AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'     And  a.total<0  /* and usuario='JOLALDE'  Order by a.numfactu desc */ 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'     And  a.total<0 
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'   
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT *,convert(varchar(10), cast(a.fechafac as date), 101) fecha, (select nombres from MClientes b where a.codclien=b.codclien )nombres, (select Historia  from MClientes b where a.codclien=b.codclien ) Historia
 from cma_MFactura a  
 where a.fechafac between  '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3  order by a.numfactu desc
[2019-04-30 11:58:14.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal, SUM(a.descuento) descuento,0 impuesto, 0 envio, sum(a.total) total from cma_MFactura a  inner join MClientes b On a.codclien=b.codclien  where a.fechafac between '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3 and a.numfactu in (select distinct numfactu from cma_DFactura a where  a.fechafac between '03/28/2019' and '04/30/2019' and a.cod_subgrupo in('CEL MADRE','INTRAVENOSO','TERAPIA LASER') and a.coditems in( select b.coditems from exclusivos b where b.Codmedico='333'  ))
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT sum(a.subtotal) subtotal , sum(a.descuento) descuento, sum( a.TotImpuesto) impuesto , sum(a.monto_flete) envio , sum( (a.total+a.monto_flete))  total   FROM  VentasDiariasCMACST a INNER JOIN MDocumentos  b ON a.doc = b.codtipodoc   WHERE a.fechafac between '03/28/2019' AND '04/30/2019'  AND  a.statfact=3 and  coditems  in ( 'CMKCINTRON','CMKCINT1CO','CMKCINTSEG' ) and cod_subgrupo ='CEL MADRE'  
union all
SELECT sum(a.subtotal) subtotal, SUM(a.descuento) descuento,0 impuesto, 0 envio, sum(a.total) total from cma_MFactura a  inner join MClientes b On a.codclien=b.codclien  where a.fechafac between '03/28/2019' and '04/30/2019' and a.codmedico='333' and a.statfact=3 and a.numfactu in (select distinct numfactu from cma_DFactura a where  a.fechafac between '03/28/2019' and '04/30/2019' and a.cod_subgrupo in('CEL MADRE','INTRAVENOSO','TERAPIA LASER') and a.coditems in( select b.coditems from exclusivos b where b.Codmedico='333'  ))
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183199'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183197'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183173'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183142'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183133'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183087'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183031'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183030'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183029'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183028'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183027'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183024'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183023'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183022'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183018'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183016'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183015'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183012'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183011'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183010'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183003'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='183002'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182999'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182968'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182967'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182966'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182964'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182957'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182911'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182910'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182902'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182826'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182800'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182796'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182751'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182749'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182745'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182736'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182722'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182713'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182712'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182711'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182709'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182679'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182668'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182648'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182627'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182586'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182555'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182397'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182396'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182353'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182352'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182351'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182347'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182340'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182324'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182321'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182310'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182296'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182295'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182294'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182293'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182292'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182287'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182281'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='182142'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181997'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181790'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181732'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181660'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181517'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181512'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181490'
[2019-04-30 11:58:15.000000 192.130.74.20  - [query->JOLALDE] ] SELECT b.desitems,  a.* from cma_DFactura a inner join MInventario b On a.coditems=b.coditems where numfactu='181485'
